,id,lot_frontage,lot_area,overall_qual,mas_vnr_area,bsmt_qual,total_bsmt_sf,gr_liv_area,totrms_abvgrd,garage_cars,garage_qual,garage_cond,saleprice,total_baths,has_bsmt,has_fireplace,has_porch,has_2nd_flr,nabe_Blmngtn,nabe_Blueste,nabe_BrDale,nabe_BrkSide,nabe_ClearCr,nabe_CollgCr,nabe_Crawfor,nabe_Edwards,nabe_Gilbert,nabe_Greens,nabe_IDOTRR,nabe_MeadowV,nabe_Mitchel,nabe_NAmes,nabe_NPkVill,nabe_NWAmes,nabe_NoRidge,nabe_NridgHt,nabe_OldTown,nabe_SWISU,nabe_Sawyer,nabe_SawyerW,nabe_Somerst,nabe_StoneBr,nabe_Timber,nabe_Veenker,house_type_1Fam,house_type_2_fam,house_type_Twnhs,fnd_BrkTil,fnd_CBlock,fnd_PConc,house_age,remod_age,new_house,new_remod
411,2176,69.05520046484602,7917,6,174.0,3,1143.0,1113,6,1.0,3,4,148000,2.5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31,31,0,0
412,1549,71.0,6900,5,0.0,3,740.0,778,4,1.0,5,5,120500,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,68,53,0,0
413,909,60.0,9900,6,0.0,3,778.0,1489,7,1.0,3,3,139500,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,69,59,0,0
414,892,86.0,13286,9,340.0,5,1698.0,1698,8,3.0,3,3,320000,3.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1
415,2045,107.0,12888,7,0.0,3,1005.0,2267,7,2.0,3,3,219000,2.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,70,27,0,0
416,2927,69.05520046484602,8885,5,0.0,4,864.0,902,5,2.0,3,3,131000,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,23,0,0
417,1732,62.0,8857,6,0.0,4,738.0,1495,7,2.0,3,3,171925,2.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
418,998,53.0,14137,5,0.0,4,1348.0,1384,7,2.0,3,3,177900,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,11,0,0
419,2203,53.0,6720,6,0.0,3,585.0,1436,7,1.0,3,3,141500,1.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,86,57,0,0
420,356,60.0,7500,6,0.0,4,952.0,1636,7,2.0,3,3,191000,3.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,10,0,1
421,2475,63.0,13072,6,0.0,4,1158.0,1158,5,2.0,3,3,158000,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,1,1
422,2264,67.0,10656,8,274.0,4,1638.0,1646,6,3.0,3,3,248900,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1
423,2201,60.0,7200,5,252.0,4,731.0,1768,7,1.0,3,3,175000,2.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,70,57,0,0
424,2545,80.0,8800,6,0.0,3,1187.0,1565,7,1.0,3,3,185900,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,41,6,0,1
425,2660,60.0,10800,7,0.0,4,880.0,1768,6,2.0,3,3,163000,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,92,36,0,0
426,2882,50.0,9000,5,0.0,3,660.0,1396,8,0.0,0,0,115000,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,55,55,0,0
427,1379,80.0,13014,6,39.0,3,1008.0,1096,6,2.0,3,3,157500,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,30,30,0,0
428,491,69.05520046484602,15896,7,210.0,4,1177.0,2312,8,3.0,3,3,245000,3.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,10,1,1
429,1002,41.0,5395,8,0.0,4,1337.0,1337,5,2.0,3,3,180000,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15,15,0,0
430,1848,69.05520046484602,5105,7,0.0,4,551.0,1102,4,2.0,3,3,148800,2.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,3,1,1
431,1455,75.0,9473,8,99.69590931493346,4,1128.0,2031,7,2.0,3,3,237000,3.5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,6,1,1
432,908,60.0,8400,2,0.0,3,290.0,438,3,1.0,3,3,60000,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,89,59,0,0
433,1490,64.0,12102,5,222.0,4,456.0,1033,6,2.0,2,3,165000,1.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,32,32,0,0
434,1465,41.0,10905,7,0.0,4,1129.0,2327,9,2.0,3,3,240000,2.5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,5,1,1
435,1627,69.05520046484602,9556,7,52.0,4,1168.0,1187,6,2.0,3,3,160000,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,14,0,0
436,2849,58.0,6430,6,0.0,3,780.0,1340,6,1.0,3,3,128000,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,61,56,0,0
437,1501,65.0,6040,4,0.0,0,0.0,1152,6,0.0,0,0,82000,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,53,53,0,0
438,626,80.0,14695,6,210.0,3,1562.0,1567,5,2.0,3,3,256000,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43,1,0,1
439,722,50.0,9000,7,0.0,3,650.0,1482,7,2.0,3,3,143000,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,89,21,0,0
440,2260,67.0,8368,7,0.0,4,1689.0,1689,7,2.0,3,3,231713,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1
441,1639,195.0,41600,5,0.0,4,1100.0,1424,7,3.0,3,3,155000,2.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,38,17,0,0
442,1603,59.0,6490,5,0.0,3,816.0,816,4,1.0,3,3,128500,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,25,0,0
443,1520,60.0,7290,7,174.0,3,1228.0,1424,7,1.0,3,3,168000,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,87,58,0,0
444,1665,69.05520046484602,7472,7,138.0,3,725.0,1479,7,2.0,3,3,184000,2.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35,3,0,1
445,2635,70.0,7000,5,0.0,3,1025.0,1025,6,0.0,0,0,124000,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,44,44,0,0
446,581,69.05520046484602,11717,6,571.0,3,1442.0,1442,6,2.0,3,3,185000,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39,39,0,0
447,2435,106.0,11194,8,40.0,4,1406.0,1936,7,2.0,3,3,230500,2.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,6,1,1
448,2799,90.0,11250,7,227.0,4,1054.0,1939,8,3.0,3,3,227000,3.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,8,1,1
449,883,64.0,8633,6,0.0,4,738.0,1476,7,2.0,3,3,173500,3.5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,1,1
450,2537,70.0,8400,5,0.0,4,833.0,898,6,1.0,3,3,140000,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38,38,0,0
451,1120,87.0,10037,8,99.69590931493346,5,1460.0,1460,6,2.0,3,3,247000,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,1,1
452,774,69.05520046484602,8014,6,23.0,4,456.0,1034,5,2.0,3,3,149900,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,31,31,0,0
453,1447,69.05520046484602,12250,5,180.0,4,864.0,1174,5,2.0,3,3,158000,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30,30,0,0
454,104,69.05520046484602,2403,7,0.0,4,530.0,1080,4,2.0,3,3,147110,2.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7,7,1,1
455,2694,50.0,8600,6,0.0,3,780.0,1376,7,1.0,3,3,119500,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,69,56,0,0
456,920,60.0,13680,5,0.0,3,840.0,1567,6,2.0,3,3,205000,2.5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,69,59,0,0
457,1951,60.0,10800,5,0.0,4,736.0,1534,6,0.0,0,0,148000,1.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,112,8,0,1
458,9,39.0,5389,8,0.0,4,1595.0,1616,5,2.0,3,3,236500,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15,14,0,0
459,2848,60.0,10890,5,0.0,2,1058.0,1551,6,1.0,2,3,137000,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,68,56,0,0
460,614,68.0,9768,5,0.0,3,960.0,960,5,1.0,3,3,122000,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,54,54,0,0
461,1736,73.0,8993,7,0.0,4,1302.0,1302,6,2.0,3,3,176485,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
462,2686,50.0,11672,5,0.0,3,816.0,816,4,1.0,2,2,109000,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,81,56,0,0
463,2257,69.05520046484602,9763,7,239.0,4,1502.0,1502,5,1.0,3,3,330000,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,9,1,1
464,1284,56.0,9836,6,0.0,3,192.0,1133,7,1.0,3,3,143000,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
465,1765,89.0,10557,9,422.0,5,1408.0,1000,9,3.0,3,3,100000,3.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,9,1,1
466,1811,70.0,8462,6,105.0,4,928.0,1721,7,2.0,3,3,201000,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,13,13,0,0
467,2603,60.0,10818,4,0.0,2,1077.0,1760,7,2.0,2,3,80000,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,96,56,0,0
468,2220,61.0,7259,6,0.0,3,1028.0,2320,9,1.0,3,3,259500,3.5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,62,5,0,1
469,2273,69.05520046484602,11800,7,94.0,4,1122.0,2486,10,2.0,3,3,279900,4.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,3,1,1
470,163,75.0,7500,5,0.0,3,1246.0,1246,6,1.0,3,3,154000,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,51,16,0,0
471,2116,69.05520046484602,159000,6,472.0,4,1444.0,2144,7,2.0,3,3,277000,2.5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49,1,0,1
472,2734,62.0,6488,5,0.0,3,799.0,1150,6,1.0,3,3,128000,1.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,64,56,0,0
473,426,110.0,14230,8,640.0,4,1566.0,1600,7,3.0,3,3,256300,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1
474,2216,110.0,7810,4,0.0,3,930.0,1755,7,1.0,2,3,188000,2.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,77,4,0,1
475,2900,85.0,14331,8,630.0,5,1800.0,1800,7,3.0,3,3,312500,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,4,1,1
476,97,30.0,3182,7,0.0,4,600.0,1200,4,2.0,3,3,151000,2.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,6,5,1,1
477,1680,24.0,1920,5,376.0,3,765.0,1365,6,2.0,3,3,122500,2.5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,36,36,0,0
478,1133,68.0,10110,6,0.0,4,835.0,1696,7,2.0,3,3,188000,3.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,5,1,1
479,2761,91.0,10984,7,0.0,4,945.0,1809,8,2.0,3,3,209700,2.5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
480,1642,85.0,14082,8,945.0,5,2220.0,2234,7,2.0,3,3,100000,2.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
481,1141,50.0,8480,6,120.0,4,886.0,1680,7,2.0,3,3,163000,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15,14,0,0
482,2118,69.05520046484602,12205,6,157.0,3,832.0,2087,9,2.0,3,3,187500,2.5,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41,0,0,1
483,870,90.0,15750,8,260.0,4,1462.0,1513,5,2.0,3,3,220000,3.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,9,1,1
484,1875,70.0,8050,5,0.0,3,949.0,1107,5,1.0,3,3,127000,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40,14,0,0
485,155,60.0,7200,5,0.0,0,0.0,827,5,1.0,3,3,107500,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,3,0,1
486,1318,35.0,6300,6,0.0,3,742.0,1484,9,0.0,0,0,128000,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,94,7,0,1
487,1285,30.0,5232,5,0.0,2,680.0,764,4,2.0,3,3,73000,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,83,4,0,1
488,2400,72.0,11846,9,562.0,5,1792.0,1792,6,3.0,3,3,374000,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,1,1
489,1068,130.0,16900,8,1110.0,5,1479.0,2649,10,3.0,3,3,100000,3.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,6,1,1
490,361,69.05520046484602,9636,6,0.0,4,808.0,1593,7,2.0,3,3,178000,2.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,16,0,0
491,1493,90.0,10012,4,0.0,4,1138.0,1181,6,2.0,3,3,137500,3.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,36,36,0,0
492,1110,91.0,14303,8,554.0,4,1986.0,1987,7,2.0,3,3,301500,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,14,0,0
493,911,43.0,5707,6,0.0,3,583.0,1242,6,1.0,2,3,105000,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,74,59,0,0
494,2535,78.0,9360,6,203.0,3,976.0,976,4,2.0,3,3,157500,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38,2,0,1
495,2030,40.0,5680,5,0.0,3,969.0,1214,6,1.0,3,3,117000,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,106,57,0,0
496,2634,70.0,7000,5,0.0,3,864.0,864,5,1.0,3,3,105000,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44,44,0,0
497,1530,51.0,10480,6,0.0,3,1064.0,1639,6,1.0,3,3,115000,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,72,58,0,0
498,435,95.0,11578,9,302.0,5,1736.0,1736,7,3.0,3,3,360000,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
499,812,64.0,7018,5,0.0,0,0.0,1535,8,2.0,3,3,118858,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,30,0,0
500,1202,69.05520046484602,9130,6,252.0,3,800.0,1632,7,2.0,3,3,173000,2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42,8,0,1
501,666,60.0,10800,3,0.0,3,630.0,725,4,1.0,3,3,78500,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,119,11,0,0
502,1751,62.0,8244,7,0.0,4,840.0,1720,7,2.0,3,3,183500,2.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,1,1
503,705,60.0,6000,4,0.0,2,936.0,936,4,2.0,3,3,93000,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,56,56,0,0
504,1744,69.05520046484602,3621,8,72.0,4,1406.0,1589,7,3.0,3,3,226500,3.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,1,1
505,357,59.0,7837,6,0.0,4,799.0,1571,7,2.0,3,3,178000,2.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,15,0,0
506,2133,72.0,10665,7,167.0,4,1453.0,1479,7,2.0,3,3,226000,3.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,1,1
507,989,70.0,10457,5,178.0,3,784.0,1632,7,2.0,3,3,173000,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40,40,0,0
508,562,60.0,8281,5,0.0,3,864.0,864,5,1.0,3,3,62383,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44,44,0,0
509,1054,67.0,14948,9,268.0,5,1452.0,2713,11,3.0,3,3,100000,3.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
510,2850,43.0,7000,7,0.0,3,624.0,1479,6,1.0,3,3,160000,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,80,9,0,1
511,1082,69.05520046484602,3940,7,24.0,4,1393.0,1576,7,3.0,3,3,219990,3.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,1,1
512,1440,93.0,9382,7,125.0,4,1468.0,1479,6,2.0,3,3,191000,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,8,1,1
513,2006,55.0,6854,5,0.0,3,756.0,1060,6,1.0,2,3,136500,2.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,82,13,0,0
514,2082,69.05520046484602,11515,4,0.0,0,0.0,943,5,1.0,3,3,80000,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,13,0,0
515,2344,69.05520046484602,13837,7,178.0,4,1204.0,2183,9,3.0,3,3,229000,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18,18,0,0
516,248,80.0,9938,7,246.0,4,1050.0,1949,8,2.0,3,3,236000,3.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,16,0,0
517,2276,85.0,12633,10,242.0,5,1824.0,1824,8,3.0,3,3,392000,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1
518,755,57.0,6876,6,0.0,3,720.0,1930,8,1.0,3,3,149000,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,82,59,0,0
